epoch,step,train/loss,val/loss_step1,val/loss_step2,val/loss_step3,val/loss_step4
0,9,164.7563018798828,,,,
0,19,101.21878051757812,,,,
0,29,70.30833435058594,,,,
0,39,46.231502532958984,,,,
0,49,31.937044143676758,,,,
0,59,21.75428581237793,,,,
0,69,14.793283462524414,,,,
0,79,10.135113716125488,,,,
0,89,7.152184009552002,,,,
0,99,5.17503023147583,,,,
0,109,3.772897243499756,,,,
0,119,2.94233775138855,,,,
0,129,2.3987996578216553,,,,
0,139,1.9406226873397827,,,,
0,149,1.7331980466842651,,,,
0,159,1.5086092948913574,,,,
0,169,1.3736281394958496,,,,
0,179,1.066929817199707,,,,
0,189,1.1704174280166626,,,,
0,199,0.8932369947433472,,,,
0,199,,1.0513275861740112,21.18708610534668,180.9697723388672,451.573486328125
0,209,0.6863992214202881,,,,
0,219,0.6682896614074707,,,,
0,229,0.661726713180542,,,,
0,239,0.5733973979949951,,,,
0,249,0.5718747973442078,,,,
0,259,0.4538330137729645,,,,
0,269,0.609403669834137,,,,
0,279,0.37893420457839966,,,,
0,289,0.546913743019104,,,,
0,299,0.3934233486652374,,,,
0,309,0.39024901390075684,,,,
0,319,0.3672427535057068,,,,
0,329,0.30860430002212524,,,,
0,339,0.29148799180984497,,,,
0,349,0.3114264905452728,,,,
0,359,0.2619757354259491,,,,
0,369,0.2845075726509094,,,,
0,379,0.21936845779418945,,,,
0,389,0.2558480501174927,,,,
0,399,0.28053876757621765,,,,
0,399,,0.24196627736091614,1.55911123752594,14.265945434570312,108.65326690673828
0,409,0.21292655169963837,,,,
0,419,0.2663448750972748,,,,
0,429,0.20967967808246613,,,,
0,439,0.17827628552913666,,,,
0,449,0.17362694442272186,,,,
0,459,0.17868998646736145,,,,
0,469,0.2044539451599121,,,,
0,479,0.17014308273792267,,,,
0,489,0.1772693246603012,,,,
0,499,0.21702827513217926,,,,
0,509,0.1458764523267746,,,,
0,519,0.1762705296278,,,,
0,529,0.1533949077129364,,,,
0,539,0.14268194139003754,,,,
0,549,0.14705006778240204,,,,
0,559,0.14514142274856567,,,,
0,569,0.12519550323486328,,,,
0,579,0.1380801647901535,,,,
0,589,0.14979659020900726,,,,
0,599,0.13136087357997894,,,,
0,599,,0.12315727025270462,0.43189430236816406,1.264325499534607,3.950348377227783
0,609,0.1469646841287613,,,,
0,619,0.12719906866550446,,,,
0,629,0.14084528386592865,,,,
1,639,0.11205489933490753,,,,
1,649,0.13895374536514282,,,,
1,659,0.11031359434127808,,,,
1,669,0.13095416128635406,,,,
1,679,0.09928363561630249,,,,
1,689,0.129533588886261,,,,
1,699,0.10291437059640884,,,,
1,709,0.10271861404180527,,,,
1,719,0.1260082721710205,,,,
1,729,0.1057700365781784,,,,
1,739,0.10577443987131119,,,,
1,749,0.10106593370437622,,,,
1,759,0.11379998177289963,,,,
1,769,0.09390014410018921,,,,
1,779,0.09498097747564316,,,,
1,789,0.1027163714170456,,,,
1,799,0.09595876932144165,,,,
1,799,,0.10103825479745865,0.3050903081893921,0.7035313248634338,1.7756460905075073
1,809,0.09074203670024872,,,,
1,819,0.09014016389846802,,,,
1,829,0.10198924690485,,,,
1,839,0.09131035953760147,,,,
1,849,0.09486089646816254,,,,
1,859,0.0963444858789444,,,,
1,869,0.08711667358875275,,,,
1,879,0.0911913812160492,,,,
1,889,0.09071433544158936,,,,
1,899,0.08547323942184448,,,,
1,909,0.08274529129266739,,,,
1,919,0.0918673425912857,,,,
1,929,0.08244376629590988,,,,
1,939,0.0900978147983551,,,,
1,949,0.08552724123001099,,,,
1,959,0.08415047824382782,,,,
1,969,0.08238892257213593,,,,
1,979,0.08070676773786545,,,,
1,989,0.082232765853405,,,,
1,999,0.08052750676870346,,,,
1,999,,0.0819249376654625,0.22193749248981476,0.4113715887069702,0.7486423850059509
1,1009,0.0811695083975792,,,,
1,1019,0.08126949518918991,,,,
1,1029,0.07603161782026291,,,,
1,1039,0.07809591293334961,,,,
1,1049,0.08312330394983292,,,,
1,1059,0.07443434000015259,,,,
1,1069,0.07746093720197678,,,,
1,1079,0.07798229157924652,,,,
1,1089,0.07452946901321411,,,,
1,1099,0.07342002540826797,,,,
1,1109,0.08025107532739639,,,,
1,1119,0.07616299390792847,,,,
1,1129,0.07652049511671066,,,,
1,1139,0.07592282444238663,,,,
1,1149,0.07222104072570801,,,,
1,1159,0.07401162385940552,,,,
1,1169,0.07551649957895279,,,,
1,1179,0.07349566370248795,,,,
1,1189,0.07433530688285828,,,,
1,1199,0.0724770650267601,,,,
1,1199,,0.07336599379777908,0.18518659472465515,0.300603985786438,0.44764384627342224
1,1209,0.07569056749343872,,,,
1,1219,0.07160968333482742,,,,
1,1229,0.07418809831142426,,,,
1,1239,0.07192882150411606,,,,
1,1249,0.07329937070608139,,,,
1,1259,0.07225168496370316,,,,
1,1269,0.07207023352384567,,,,
2,1279,0.0720873475074768,,,,
2,1289,0.07350356131792068,,,,
