epoch,step,train/loss,val/loss_step1,val/loss_step2,val/loss_step3,val/loss_step4
0,9,570.12353515625,,,,
0,19,346.1336975097656,,,,
0,29,243.1037139892578,,,,
0,39,159.84600830078125,,,,
0,49,108.53460693359375,,,,
0,59,74.61284637451172,,,,
0,69,50.63920593261719,,,,
0,79,35.2876091003418,,,,
0,89,25.44154167175293,,,,
0,99,18.824844360351562,,,,
0,109,12.745137214660645,,,,
0,119,9.946455001831055,,,,
0,129,8.524069786071777,,,,
0,139,6.819845199584961,,,,
0,149,5.673961162567139,,,,
0,159,5.157752513885498,,,,
0,169,4.271700859069824,,,,
0,179,3.7039754390716553,,,,
0,189,3.6484215259552,,,,
0,199,2.86396861076355,,,,
0,199,,3.615166425704956,98.9604721069336,568.3819580078125,1606.00048828125
0,209,2.6100635528564453,,,,
0,219,2.5757620334625244,,,,
0,229,2.295056104660034,,,,
0,239,2.2109463214874268,,,,
0,249,1.9239639043807983,,,,
0,259,1.7391396760940552,,,,
0,269,1.5038961172103882,,,,
0,279,1.3536165952682495,,,,
0,289,1.4528197050094604,,,,
0,299,1.595484972000122,,,,
0,309,1.0956069231033325,,,,
0,319,1.1587176322937012,,,,
0,329,0.9684538841247559,,,,
0,339,0.9287639856338501,,,,
0,349,1.414562702178955,,,,
0,359,0.7705541253089905,,,,
0,369,1.0708281993865967,,,,
0,379,0.79976487159729,,,,
0,389,0.8529663681983948,,,,
0,399,0.777398407459259,,,,
0,399,,0.7729212045669556,5.318800926208496,29.494144439697266,142.4105224609375
0,409,0.7456173300743103,,,,
0,419,0.622671365737915,,,,
0,429,0.6456886529922485,,,,
0,439,0.664114236831665,,,,
0,449,0.7509589195251465,,,,
0,459,0.540229082107544,,,,
0,469,0.5357852578163147,,,,
0,479,0.6347016096115112,,,,
0,489,0.5392640829086304,,,,
0,499,0.720111072063446,,,,
0,509,0.5160079598426819,,,,
0,519,0.5304624438285828,,,,
0,529,0.483370840549469,,,,
0,539,0.6399235725402832,,,,
0,549,0.4176194667816162,,,,
0,559,0.469839870929718,,,,
0,569,0.5142898559570312,,,,
0,579,0.5172157287597656,,,,
0,589,0.40026575326919556,,,,
0,599,0.422696977853775,,,,
0,599,,0.4369325339794159,1.5898281335830688,5.006205081939697,18.2364444732666
0,609,0.44943466782569885,,,,
0,619,0.3673360049724579,,,,
0,629,0.38369429111480713,,,,
1,639,0.4047490954399109,,,,
1,649,0.35569196939468384,,,,
1,659,0.38418295979499817,,,,
1,669,0.3425687551498413,,,,
1,679,0.3733476996421814,,,,
1,689,0.38191813230514526,,,,
1,699,0.3286449611186981,,,,
1,709,0.4050726294517517,,,,
1,719,0.32055506110191345,,,,
1,729,0.354402631521225,,,,
1,739,0.33094239234924316,,,,
1,749,0.31781503558158875,,,,
1,759,0.2981579303741455,,,,
1,769,0.3333089053630829,,,,
1,779,0.29094308614730835,,,,
1,789,0.31353285908699036,,,,
1,799,0.3055838346481323,,,,
1,799,,0.30286550521850586,0.8755350708961487,1.7903279066085815,3.7370293140411377
1,809,0.2820485830307007,,,,
1,819,0.31117916107177734,,,,
1,829,0.2762446701526642,,,,
1,839,0.28135159611701965,,,,
1,849,0.30296170711517334,,,,
1,859,0.2799370586872101,,,,
1,869,0.30537328124046326,,,,
1,879,0.26305505633354187,,,,
1,889,0.27060770988464355,,,,
1,899,0.26181894540786743,,,,
1,909,0.27809226512908936,,,,
1,919,0.2690476179122925,,,,
1,929,0.26802995800971985,,,,
1,939,0.2646435499191284,,,,
1,949,0.28575778007507324,,,,
1,959,0.2505231499671936,,,,
1,969,0.26539790630340576,,,,
1,979,0.2416418343782425,,,,
1,989,0.25392332673072815,,,,
1,999,0.24631696939468384,,,,
1,999,,0.24733231961727142,0.6235700845718384,1.0455213785171509,1.7431550025939941
1,1009,0.25242123007774353,,,,
1,1019,0.239067941904068,,,,
1,1029,0.23735666275024414,,,,
1,1039,0.24819625914096832,,,,
1,1049,0.26105237007141113,,,,
1,1059,0.23249904811382294,,,,
1,1069,0.23343341052532196,,,,
1,1079,0.23976196348667145,,,,
1,1089,0.23132450878620148,,,,
1,1099,0.22963908314704895,,,,
1,1109,0.24167649447917938,,,,
1,1119,0.2322823703289032,,,,
1,1129,0.22384418547153473,,,,
1,1139,0.2357436865568161,,,,
1,1149,0.22350403666496277,,,,
1,1159,0.23277103900909424,,,,
1,1169,0.22652947902679443,,,,
1,1179,0.22796806693077087,,,,
1,1189,0.2278050184249878,,,,
1,1199,0.22159607708454132,,,,
