variable,lead_hours,mean,std,seeds,real,run
T850,54.0,6.844177022207496,2.514583583631838,3,True,multiscale
T850,60.0,8.062831948605115,2.8223436886644784,3,True,multiscale
T850,66.0,10.102465428747982,3.143783411115979,3,True,multiscale
T850,72.0,12.391826195089905,3.4764231192026855,3,True,multiscale
T850,78.0,13.883500128730406,3.8450987965537826,3,True,multiscale
T850,84.0,15.956625428118086,4.2457888187675294,3,True,multiscale
T850,90.0,18.96808928009538,4.633265350686349,3,True,multiscale
T850,96.0,22.29111340633175,4.986892239911789,3,True,multiscale
T850,102.0,24.663023133469135,5.331036972278848,3,True,multiscale
T850,108.0,27.58991601371029,5.7338313647759,3,True,multiscale
T850,114.0,31.671654147414984,6.167164745152282,3,True,multiscale
T850,120.0,36.12899352517077,6.540740006993614,3,True,multiscale
TP6h,6.0,-2.560766437323569,1.7018441135738747,3,False,multiscale
TP6h,12.0,-1.7592466631761656,1.5767546921156192,3,False,multiscale
TP6h,18.0,-0.7899795109825895,1.0925706615002588,3,False,multiscale
TP6h,24.0,-0.5166542691929955,0.7671186590113209,3,False,multiscale
TP6h,30.0,-0.5456809427657358,0.590332800209126,3,False,multiscale
TP6h,36.0,-0.7202260493500044,0.4276612838216951,3,False,multiscale
TP6h,42.0,-0.7490718896056698,0.2746249406087281,3,True,multiscale
TP6h,48.0,-0.735659704024855,0.20661779147491502,3,True,multiscale
TP6h,54.0,-0.6007338441712166,0.1391690533414266,3,True,multiscale
