lead_days,mean,min,max,std,count,variable,model
3.25,4.011615963781664,,,,,T850,rmse_persistence
3.5,4.092193655077385,,,,,T850,rmse_persistence
3.75,4.095654238455235,,,,,T850,rmse_persistence
4.0,4.083013486244382,,,,,T850,rmse_persistence
4.25,4.163197205564014,,,,,T850,rmse_persistence
4.5,4.226885899332395,,,,,T850,rmse_persistence
4.75,4.218257171568338,,,,,T850,rmse_persistence
5.0,4.195250730021751,,,,,T850,rmse_persistence
0.25,3.1727879842870372,,,,,T850,rmse_climatology
0.5,3.173635560227249,,,,,T850,rmse_climatology
0.75,3.173719405657484,,,,,T850,rmse_climatology
1.0,3.17374449429147,,,,,T850,rmse_climatology
1.25,3.1733992546429257,,,,,T850,rmse_climatology
1.5,3.1733996887573768,,,,,T850,rmse_climatology
1.75,3.17420085573652,,,,,T850,rmse_climatology
2.0,3.174254666131736,,,,,T850,rmse_climatology
2.25,3.174098465919527,,,,,T850,rmse_climatology
2.5,3.1737390926272555,,,,,T850,rmse_climatology
2.75,3.1737688898780054,,,,,T850,rmse_climatology
3.0,3.1745958493826794,,,,,T850,rmse_climatology
3.25,3.174602589007498,,,,,T850,rmse_climatology
3.5,3.1744372235198175,,,,,T850,rmse_climatology
3.75,3.174081895233391,,,,,T850,rmse_climatology
4.0,3.1740715698885222,,,,,T850,rmse_climatology
4.25,3.1747521455063756,,,,,T850,rmse_climatology
4.5,3.174671310327006,,,,,T850,rmse_climatology
4.75,3.1744180862096907,,,,,T850,rmse_climatology
5.0,3.1739120004037895,,,,,T850,rmse_climatology
