run,seed,variable,lead_hours,wavenumber,power_ratio
baseline17_smooth,1,TP6h,24,4,0.5976680955979929
baseline17_smooth,1,TP6h,24,5,0.6197769393134079
baseline17_smooth,1,TP6h,24,6,0.5794034616802017
baseline17_smooth,1,TP6h,24,7,0.5981150849906045
baseline17_smooth,1,TP6h,24,8,0.5796169241583071
baseline17_smooth,1,TP6h,24,9,0.5431382131632476
baseline17_smooth,1,TP6h,24,10,0.5105885381802857
baseline17_smooth,1,TP6h,24,11,0.47111975624179264
baseline17_smooth,1,TP6h,24,12,0.4490846053497171
baseline17_smooth,1,TP6h,24,13,0.417548968691142
baseline17_smooth,1,TP6h,24,14,0.3814459492465022
baseline17_smooth,1,TP6h,24,15,0.37350791801037864
baseline17_smooth,1,TP6h,24,16,0.37044889406854425
baseline17_smooth,1,TP6h,24,17,0.35011781577644296
baseline17_smooth,1,TP6h,24,18,0.30842699228864867
baseline17_smooth,1,TP6h,24,19,0.2904510270139335
baseline17_smooth,1,TP6h,24,20,0.27014189144964545
baseline17_smooth,1,TP6h,24,21,0.25662626767240393
baseline17_smooth,1,TP6h,24,22,0.239324736438442
baseline17_smooth,1,TP6h,24,23,0.225686646958781
baseline17_smooth,1,TP6h,24,24,0.22407926205533157
baseline17_smooth,1,TP6h,24,25,0.20258829042325738
baseline17_smooth,1,TP6h,24,26,0.19771060621847028
baseline17_smooth,1,TP6h,24,27,0.18060645050952817
baseline17_smooth,1,TP6h,24,28,0.17877873685047602
baseline17_smooth,1,TP6h,24,29,0.1710040085154679
baseline17_smooth,1,TP6h,24,30,0.17233758374149769
baseline17_smooth,1,TP6h,24,31,0.17324229241304484
baseline17_smooth,1,TP6h,24,32,0.2232820442752007
baseline17_smooth,1,Z500,120,1,0.8084953593739841
baseline17_smooth,1,Z500,120,2,0.7994389985454904
baseline17_smooth,1,Z500,120,3,0.8928386715487897
baseline17_smooth,1,Z500,120,4,0.7505431664425778
baseline17_smooth,1,Z500,120,5,0.7571407097818088
baseline17_smooth,1,Z500,120,6,0.7916659217092132
baseline17_smooth,1,Z500,120,7,0.9785595303171382
baseline17_smooth,1,Z500,120,8,1.105637194128645
baseline17_smooth,1,Z500,120,9,1.337837394232723
baseline17_smooth,1,Z500,120,10,1.6635493951176803
baseline17_smooth,1,Z500,120,11,2.4244782180467523
baseline17_smooth,1,Z500,120,12,3.66045690558954
baseline17_smooth,1,Z500,120,13,5.434743534151224
baseline17_smooth,1,Z500,120,14,6.435465799227468
baseline17_smooth,1,Z500,120,15,10.916539919371894
baseline17_smooth,1,Z500,120,16,22.171429846786932
baseline17_smooth,1,Z500,120,17,13.712787577645221
baseline17_smooth,1,Z500,120,18,13.334079084352167
baseline17_smooth,1,Z500,120,19,15.569690061807597
baseline17_smooth,1,Z500,120,20,15.154540126037192
baseline17_smooth,1,Z500,120,21,14.695037817838763
baseline17_smooth,1,Z500,120,22,11.342785188897473
baseline17_smooth,1,Z500,120,23,11.285475309423232
baseline17_smooth,1,Z500,120,24,12.074628366627604
baseline17_smooth,1,Z500,120,25,15.864426450701224
baseline17_smooth,1,Z500,120,26,23.85894061239179
baseline17_smooth,1,Z500,120,27,44.08010190774528
baseline17_smooth,1,Z500,120,28,78.31094229857528
baseline17_smooth,1,Z500,120,29,107.89064786710983
baseline17_smooth,1,Z500,120,30,128.3160404309331
baseline17_smooth,1,Z500,120,31,157.40465220825666
baseline17_smooth,1,Z500,120,32,356.5306970001507
baseline17_smooth,1,T850,120,1,1.0284201153033614
baseline17_smooth,1,T850,120,2,1.0334796570174798
baseline17_smooth,1,T850,120,3,1.165006850682027
baseline17_smooth,1,T850,120,4,0.9908758232051671
baseline17_smooth,1,T850,120,5,1.0039160015408253
baseline17_smooth,1,T850,120,6,0.9276845437610569
baseline17_smooth,1,T850,120,7,0.9755440198359474
baseline17_smooth,1,T850,120,8,1.07791403085438
baseline17_smooth,1,T850,120,9,1.1655409309668394
baseline17_smooth,1,T850,120,10,1.2701108076522274
baseline17_smooth,1,T850,120,11,1.5358171738114978
baseline17_smooth,1,T850,120,12,1.7029854786644303
baseline17_smooth,1,T850,120,13,1.9954019043705493
baseline17_smooth,1,T850,120,14,2.09960356166188
baseline17_smooth,1,T850,120,15,2.7779559536066794
baseline17_smooth,1,T850,120,16,3.8636079544734425
baseline17_smooth,1,T850,120,17,2.7751528211384664
baseline17_smooth,1,T850,120,18,2.4696055843249822
baseline17_smooth,1,T850,120,19,2.6907481289182154
baseline17_smooth,1,T850,120,20,2.245769420705343
baseline17_smooth,1,T850,120,21,2.0439212701320373
baseline17_smooth,1,T850,120,22,2.0176576683461973
baseline17_smooth,1,T850,120,23,1.8456325660802082
baseline17_smooth,1,T850,120,24,1.6838266812249845
baseline17_smooth,1,T850,120,25,1.8239930348277829
baseline17_smooth,1,T850,120,26,2.094678963129304
baseline17_smooth,1,T850,120,27,2.4343273280746525
baseline17_smooth,1,T850,120,28,3.4683888720097173
baseline17_smooth,1,T850,120,29,4.4345207713856984
baseline17_smooth,1,T850,120,30,4.9106806526987805
baseline17_smooth,1,T850,120,31,6.391949318741414
baseline17_smooth,1,T850,120,32,13.41463375995438
baseline17_smooth,1,Q850,120,1,1.019336682196069
baseline17_smooth,1,Q850,120,2,1.0098040750422657
baseline17_smooth,1,Q850,120,3,0.9958697151309451
baseline17_smooth,1,Q850,120,4,1.0036427772365206
baseline17_smooth,1,Q850,120,5,0.9763216999108378
baseline17_smooth,1,Q850,120,6,0.967126262805057
baseline17_smooth,1,Q850,120,7,0.909563726980597
baseline17_smooth,1,Q850,120,8,0.9145797617436665
baseline17_smooth,1,Q850,120,9,0.8988576906922267
baseline17_smooth,1,Q850,120,10,0.9135831347604021
baseline17_smooth,1,Q850,120,11,0.9621142121892959
baseline17_smooth,1,Q850,120,12,0.913193248499832
baseline17_smooth,1,Q850,120,13,1.0477519765924899
baseline17_smooth,1,Q850,120,14,1.0745366350064411
baseline17_smooth,1,Q850,120,15,1.1522110393924339
baseline17_smooth,1,Q850,120,16,1.4627485201660886
baseline17_smooth,1,Q850,120,17,1.1966430961012802
baseline17_smooth,1,Q850,120,18,1.1756447690226075
baseline17_smooth,1,Q850,120,19,1.1730532131855096
baseline17_smooth,1,Q850,120,20,1.200387009664698
baseline17_smooth,1,Q850,120,21,1.1277784747993476
baseline17_smooth,1,Q850,120,22,1.0802529873380742
baseline17_smooth,1,Q850,120,23,1.1488431365420653
baseline17_smooth,1,Q850,120,24,1.1643017737640529
baseline17_smooth,1,Q850,120,25,1.2109729599035997
baseline17_smooth,1,Q850,120,26,1.2112909617667034
baseline17_smooth,1,Q850,120,27,1.2965546906620904
baseline17_smooth,1,Q850,120,28,1.327313477787794
baseline17_smooth,1,Q850,120,29,1.3100430201228652
baseline17_smooth,1,Q850,120,30,1.2302231715297482
baseline17_smooth,1,Q850,120,31,1.2288916696673187
baseline17_smooth,1,Q850,120,32,1.703588147405267
baseline17_smooth,1,TP6h,120,1,0.6466377638215258
baseline17_smooth,1,TP6h,120,2,0.5853307378326726
baseline17_smooth,1,TP6h,120,3,0.5397672793431425
baseline17_smooth,1,TP6h,120,4,0.4529146906695837
baseline17_smooth,1,TP6h,120,5,0.3965433733100041
baseline17_smooth,1,TP6h,120,6,0.3665489404866379
baseline17_smooth,1,TP6h,120,7,0.37221829301369674
baseline17_smooth,1,TP6h,120,8,0.352323969381796
baseline17_smooth,1,TP6h,120,9,0.29456764843099004
baseline17_smooth,1,TP6h,120,10,0.275127977780809
baseline17_smooth,1,TP6h,120,11,0.2524159654345904
baseline17_smooth,1,TP6h,120,12,0.24412573936878607
baseline17_smooth,1,TP6h,120,13,0.25270526599193044
baseline17_smooth,1,TP6h,120,14,0.23048360939429352
baseline17_smooth,1,TP6h,120,15,0.2502696113788425
baseline17_smooth,1,TP6h,120,16,0.3624251872925012
baseline17_smooth,1,TP6h,120,17,0.2589773239211602
baseline17_smooth,1,TP6h,120,18,0.22027314708397433
baseline17_smooth,1,TP6h,120,19,0.20845361935272544
baseline17_smooth,1,TP6h,120,20,0.19830479001193263
baseline17_smooth,1,TP6h,120,21,0.17703212672881716
baseline17_smooth,1,TP6h,120,22,0.16807856761285125
baseline17_smooth,1,TP6h,120,23,0.15984875727777412
baseline17_smooth,1,TP6h,120,24,0.15268560102445175
baseline17_smooth,1,TP6h,120,25,0.14321423427558236
baseline17_smooth,1,TP6h,120,26,0.1402905797496029
baseline17_smooth,1,TP6h,120,27,0.14246190648989604
baseline17_smooth,1,TP6h,120,28,0.15880675789986465
baseline17_smooth,1,TP6h,120,29,0.15554255996629343
baseline17_smooth,1,TP6h,120,30,0.14946414099690974
baseline17_smooth,1,TP6h,120,31,0.15390454618486088
baseline17_smooth,1,TP6h,120,32,0.2389613927727834
baseline17_smooth,2,Z500,24,1,0.9163554239672517
baseline17_smooth,2,Z500,24,2,0.9465916221097614
baseline17_smooth,2,Z500,24,3,0.9637130646439852
baseline17_smooth,2,Z500,24,4,0.9462907201792347
baseline17_smooth,2,Z500,24,5,0.924327328601489
baseline17_smooth,2,Z500,24,6,0.9041172987018017
baseline17_smooth,2,Z500,24,7,0.9254932020383833
baseline17_smooth,2,Z500,24,8,0.9881395313639179
baseline17_smooth,2,Z500,24,9,1.0902811317506924
baseline17_smooth,2,Z500,24,10,1.1800656196912251
baseline17_smooth,2,Z500,24,11,1.235781881134487
baseline17_smooth,2,Z500,24,12,1.2914091066434163
baseline17_smooth,2,Z500,24,13,1.4416522274314016
baseline17_smooth,2,Z500,24,14,1.5075161560923955
baseline17_smooth,2,Z500,24,15,1.7045210103198185
baseline17_smooth,2,Z500,24,16,2.3163632715907294
baseline17_smooth,2,Z500,24,17,2.0258891771574468
baseline17_smooth,2,Z500,24,18,2.3622335854220364
baseline17_smooth,2,Z500,24,19,2.958095536015835
baseline17_smooth,2,Z500,24,20,3.1667094659216533
baseline17_smooth,2,Z500,24,21,3.504348256095327
baseline17_smooth,2,Z500,24,22,4.1029441280438075
baseline17_smooth,2,Z500,24,23,4.5618871226169775
baseline17_smooth,2,Z500,24,24,5.384400008421406
baseline17_smooth,2,Z500,24,25,6.228197394582322
baseline17_smooth,2,Z500,24,26,8.21460089396421
baseline17_smooth,2,Z500,24,27,9.771451628100818
baseline17_smooth,2,Z500,24,28,12.212939481448359
baseline17_smooth,2,Z500,24,29,14.208769448198034
baseline17_smooth,2,Z500,24,30,15.263567779447786
baseline17_smooth,2,Z500,24,31,16.95404184558377
baseline17_smooth,2,Z500,24,32,23.88996755533131
baseline17_smooth,2,T850,24,1,1.0116438840138338
baseline17_smooth,2,T850,24,2,1.015269536265776
baseline17_smooth,2,T850,24,3,1.020633925248935
baseline17_smooth,2,T850,24,4,1.004427911198934
baseline17_smooth,2,T850,24,5,1.0073630875136173
baseline17_smooth,2,T850,24,6,0.9852548277856665
baseline17_smooth,2,T850,24,7,0.9383479878393232
baseline17_smooth,2,T850,24,8,0.9164535124550287
baseline17_smooth,2,T850,24,9,0.9688919340921618
baseline17_smooth,2,T850,24,10,0.9970345397005652
baseline17_smooth,2,T850,24,11,0.9724068784060497
baseline17_smooth,2,T850,24,12,1.0626295413005369
baseline17_smooth,2,T850,24,13,1.0389444740398996
baseline17_smooth,2,T850,24,14,1.1187132434803757
baseline17_smooth,2,T850,24,15,1.1548861986257306
baseline17_smooth,2,T850,24,16,1.1472155015945027
baseline17_smooth,2,T850,24,17,1.1374259267467652
baseline17_smooth,2,T850,24,18,1.1283739820775582
baseline17_smooth,2,T850,24,19,1.1546689748748382
baseline17_smooth,2,T850,24,20,1.1484778581144859
baseline17_smooth,2,T850,24,21,1.1681063792933526
baseline17_smooth,2,T850,24,22,1.1482773908228159
baseline17_smooth,2,T850,24,23,1.1868137847301827
baseline17_smooth,2,T850,24,24,1.2217085264785632
baseline17_smooth,2,T850,24,25,1.2439035786946016
baseline17_smooth,2,T850,24,26,1.282535164408018
baseline17_smooth,2,T850,24,27,1.2314763391920267
baseline17_smooth,2,T850,24,28,1.249258161996211
baseline17_smooth,2,T850,24,29,1.2491232168583362
baseline17_smooth,2,T850,24,30,1.1960528800513746
baseline17_smooth,2,T850,24,31,1.1888697439983023
baseline17_smooth,2,T850,24,32,1.3658935618878205
baseline17_smooth,2,Q850,24,1,0.9652991996562821
baseline17_smooth,2,Q850,24,2,0.9764264941181114
baseline17_smooth,2,Q850,24,3,0.9845133092151276
baseline17_smooth,2,Q850,24,4,0.9665358414303679
baseline17_smooth,2,Q850,24,5,0.9645476450607169
baseline17_smooth,2,Q850,24,6,0.9690259975516277
baseline17_smooth,2,Q850,24,7,0.9350243823216722
baseline17_smooth,2,Q850,24,8,0.9372054537952874
baseline17_smooth,2,Q850,24,9,0.9283970135525499
baseline17_smooth,2,Q850,24,10,0.9251042917030433
baseline17_smooth,2,Q850,24,11,0.9247760195957305
baseline17_smooth,2,Q850,24,12,0.9173270579352546
baseline17_smooth,2,Q850,24,13,0.9585790346142412
baseline17_smooth,2,Q850,24,14,0.9317512114045091
baseline17_smooth,2,Q850,24,15,0.9724348543875052
baseline17_smooth,2,Q850,24,16,0.9699424945722953
baseline17_smooth,2,Q850,24,17,0.9714753834800924
baseline17_smooth,2,Q850,24,18,0.9431416522873242
baseline17_smooth,2,Q850,24,19,0.9489949350463611
baseline17_smooth,2,Q850,24,20,0.9761724812612458
baseline17_smooth,2,Q850,24,21,0.941528188186892
baseline17_smooth,2,Q850,24,22,0.996211906111755
baseline17_smooth,2,Q850,24,23,1.0435039878193144
baseline17_smooth,2,Q850,24,24,0.9854766618758246
baseline17_smooth,2,Q850,24,25,0.9949455102604016
baseline17_smooth,2,Q850,24,26,1.036760145541791
baseline17_smooth,2,Q850,24,27,1.0068455392817497
baseline17_smooth,2,Q850,24,28,1.0124604307328962
baseline17_smooth,2,Q850,24,29,1.0098007160432196
baseline17_smooth,2,Q850,24,30,1.009520916722117
baseline17_smooth,2,Q850,24,31,1.0579589680417572
baseline17_smooth,2,Q850,24,32,1.0516267778057085
baseline17_smooth,2,TP6h,24,1,0.7914911028212807
baseline17_smooth,2,TP6h,24,2,0.7085330500226794
baseline17_smooth,2,TP6h,24,3,0.691666139146246
baseline17_smooth,2,TP6h,24,4,0.5939581962518118
baseline17_smooth,2,TP6h,24,5,0.6126640275998719
baseline17_smooth,2,TP6h,24,6,0.5733066375326807
baseline17_smooth,2,TP6h,24,7,0.5980062249874515
baseline17_smooth,2,TP6h,24,8,0.5763369557753257
baseline17_smooth,2,TP6h,24,9,0.5428611521010626
baseline17_smooth,2,TP6h,24,10,0.5120931778451128
baseline17_smooth,2,TP6h,24,11,0.47259713224638505
baseline17_smooth,2,TP6h,24,12,0.4475435669002488
baseline17_smooth,2,TP6h,24,13,0.4179573745813572
baseline17_smooth,2,TP6h,24,14,0.3759068813044914
baseline17_smooth,2,TP6h,24,15,0.368150845775616
baseline17_smooth,2,TP6h,24,16,0.35361776115808974
baseline17_smooth,2,TP6h,24,17,0.33667871506387265
baseline17_smooth,2,TP6h,24,18,0.30478067706402967
baseline17_smooth,2,TP6h,24,19,0.2814463268249369
baseline17_smooth,2,TP6h,24,20,0.26366045752602146
baseline17_smooth,2,TP6h,24,21,0.25516603277841227
baseline17_smooth,2,TP6h,24,22,0.23740149788458428
baseline17_smooth,2,TP6h,24,23,0.227824412657685
baseline17_smooth,2,TP6h,24,24,0.22398717107624805
baseline17_smooth,2,TP6h,24,25,0.20170482637243844
baseline17_smooth,2,TP6h,24,26,0.20170126630418564
baseline17_smooth,2,TP6h,24,27,0.1764577012592225
baseline17_smooth,2,TP6h,24,28,0.17488298601693558
baseline17_smooth,2,TP6h,24,29,0.17066427654912825
baseline17_smooth,2,TP6h,24,30,0.16644933396198153
baseline17_smooth,2,TP6h,24,31,0.1719207966698852
baseline17_smooth,2,TP6h,24,32,0.21975258738365291
baseline17_smooth,2,Z500,120,1,0.9196196442279679
baseline17_smooth,2,Z500,120,2,0.9160145336883624
baseline17_smooth,2,Z500,120,3,0.8743598540045823
baseline17_smooth,2,Z500,120,4,0.7738885851954918
baseline17_smooth,2,Z500,120,5,0.8195621160700133
baseline17_smooth,2,Z500,120,6,0.8840284194835435
baseline17_smooth,2,Z500,120,7,1.0051362457282829
baseline17_smooth,2,Z500,120,8,1.1343302670149233
baseline17_smooth,2,Z500,120,9,1.4235886921255632
baseline17_smooth,2,Z500,120,10,1.725577307666984
baseline17_smooth,2,Z500,120,11,2.2948457127288604
baseline17_smooth,2,Z500,120,12,3.5209356157663474
baseline17_smooth,2,Z500,120,13,5.190208313249031
baseline17_smooth,2,Z500,120,14,5.920810038976773
baseline17_smooth,2,Z500,120,15,8.532121781572
baseline17_smooth,2,Z500,120,16,23.221168096715154
baseline17_smooth,2,Z500,120,17,12.778856211841843
baseline17_smooth,2,Z500,120,18,13.767526218022812
baseline17_smooth,2,Z500,120,19,17.165811097528174
baseline17_smooth,2,Z500,120,20,18.782932375625986
baseline17_smooth,2,Z500,120,21,20.416258891893804
baseline17_smooth,2,Z500,120,22,19.314315782131906
baseline17_smooth,2,Z500,120,23,17.112647299427575
baseline17_smooth,2,Z500,120,24,17.997278486042294
baseline17_smooth,2,Z500,120,25,21.887185916073356
baseline17_smooth,2,Z500,120,26,34.44250897832433
baseline17_smooth,2,Z500,120,27,55.24637100096087
baseline17_smooth,2,Z500,120,28,94.09346445485427
baseline17_smooth,2,Z500,120,29,130.92829394305733
baseline17_smooth,2,Z500,120,30,146.2307974301248
baseline17_smooth,2,Z500,120,31,168.7161134721765
baseline17_smooth,2,Z500,120,32,340.1854361164771
baseline17_smooth,2,T850,120,1,1.1909287092799388
baseline17_smooth,2,T850,120,2,1.0794222696564846
baseline17_smooth,2,T850,120,3,1.102428021459645
baseline17_smooth,2,T850,120,4,0.9473120415063945
baseline17_smooth,2,T850,120,5,0.8941592407879603
baseline17_smooth,2,T850,120,6,0.9064510619254319
baseline17_smooth,2,T850,120,7,0.9509066872499556
baseline17_smooth,2,T850,120,8,0.9526517360077186
baseline17_smooth,2,T850,120,9,1.0872377006794942
baseline17_smooth,2,T850,120,10,1.2111107339798914
baseline17_smooth,2,T850,120,11,1.318261187724738
baseline17_smooth,2,T850,120,12,1.4888933067277175
baseline17_smooth,2,T850,120,13,1.6433515159018433
baseline17_smooth,2,T850,120,14,1.921832861550556
baseline17_smooth,2,T850,120,15,2.17158159702742
baseline17_smooth,2,T850,120,16,4.281874760751409
baseline17_smooth,2,T850,120,17,2.4836801404756383
baseline17_smooth,2,T850,120,18,2.0378093209426695
baseline17_smooth,2,T850,120,19,2.249013204338461
baseline17_smooth,2,T850,120,20,2.144849258025702
baseline17_smooth,2,T850,120,21,2.106310585650042
baseline17_smooth,2,T850,120,22,1.8731664670216381
baseline17_smooth,2,T850,120,23,1.7862281933332376
baseline17_smooth,2,T850,120,24,1.8150687965433698
baseline17_smooth,2,T850,120,25,1.8591110889057052
baseline17_smooth,2,T850,120,26,2.4262611027776964
baseline17_smooth,2,T850,120,27,2.7174625086831097
baseline17_smooth,2,T850,120,28,3.3969428595043687
baseline17_smooth,2,T850,120,29,3.705465530483321
baseline17_smooth,2,T850,120,30,3.57950980333565
baseline17_smooth,2,T850,120,31,3.6363570072738285
baseline17_smooth,2,T850,120,32,9.536263437469314
baseline17_smooth,2,Q850,120,1,0.9168583503167116
baseline17_smooth,2,Q850,120,2,0.9134493986277238
baseline17_smooth,2,Q850,120,3,0.9298189684232075
baseline17_smooth,2,Q850,120,4,0.8892284194639287
baseline17_smooth,2,Q850,120,5,0.8825836596437794
baseline17_smooth,2,Q850,120,6,0.891624629821239
baseline17_smooth,2,Q850,120,7,0.8851671385643995
baseline17_smooth,2,Q850,120,8,0.8881999595845851
baseline17_smooth,2,Q850,120,9,0.857087227927217
baseline17_smooth,2,Q850,120,10,0.8823558917894928
baseline17_smooth,2,Q850,120,11,0.9095762488056472
baseline17_smooth,2,Q850,120,12,0.9248167590138785
baseline17_smooth,2,Q850,120,13,0.9977577235589276
baseline17_smooth,2,Q850,120,14,1.0410223400304461
baseline17_smooth,2,Q850,120,15,1.0761948066786795
baseline17_smooth,2,Q850,120,16,1.322874637666207
baseline17_smooth,2,Q850,120,17,1.1919815545617674
baseline17_smooth,2,Q850,120,18,1.1418645140431363
baseline17_smooth,2,Q850,120,19,1.1138636405204705
baseline17_smooth,2,Q850,120,20,1.1455770898838005
baseline17_smooth,2,Q850,120,21,1.1413982944071726
baseline17_smooth,2,Q850,120,22,1.0971302509616807
baseline17_smooth,2,Q850,120,23,1.118785992662952
baseline17_smooth,2,Q850,120,24,1.131424566861179
baseline17_smooth,2,Q850,120,25,1.172938991227846
baseline17_smooth,2,Q850,120,26,1.220368300154155
baseline17_smooth,2,Q850,120,27,1.2657448531762048
baseline17_smooth,2,Q850,120,28,1.375608205256715
baseline17_smooth,2,Q850,120,29,1.4174402972416857
baseline17_smooth,2,Q850,120,30,1.2616337388622
baseline17_smooth,2,Q850,120,31,1.3787500685281926
baseline17_smooth,2,Q850,120,32,2.0058340698095973
baseline17_smooth,2,TP6h,120,1,0.7376046354845593
baseline17_smooth,2,TP6h,120,2,0.5792052825328499
baseline17_smooth,2,TP6h,120,3,0.488770995693409
baseline17_smooth,2,TP6h,120,4,0.3913310684846934
baseline17_smooth,2,TP6h,120,5,0.3557112724410851
baseline17_smooth,2,TP6h,120,6,0.3307286276672078
baseline17_smooth,2,TP6h,120,7,0.32878912540979294
baseline17_smooth,2,TP6h,120,8,0.31857966455221026
baseline17_smooth,2,TP6h,120,9,0.2723389203475209
baseline17_smooth,2,TP6h,120,10,0.26019541663221213
baseline17_smooth,2,TP6h,120,11,0.24012181973782945
baseline17_smooth,2,TP6h,120,12,0.22229924832722567
baseline17_smooth,2,TP6h,120,13,0.21914666129130225
baseline17_smooth,2,TP6h,120,14,0.20987703642496694
baseline17_smooth,2,TP6h,120,15,0.22883967260564506
baseline17_smooth,2,TP6h,120,16,0.3103418104057487
baseline17_smooth,2,TP6h,120,17,0.2336670487919119
baseline17_smooth,2,TP6h,120,18,0.19086296507502631
baseline17_smooth,2,TP6h,120,19,0.18862268919774552
baseline17_smooth,2,TP6h,120,20,0.1731770919624856
baseline17_smooth,2,TP6h,120,21,0.15574930634531603
baseline17_smooth,2,TP6h,120,22,0.1570316043754525
baseline17_smooth,2,TP6h,120,23,0.14416185966146325
baseline17_smooth,2,TP6h,120,24,0.13878610408470174
baseline17_smooth,2,TP6h,120,25,0.13295418310500576
baseline17_smooth,2,TP6h,120,26,0.1391140562367508
baseline17_smooth,2,TP6h,120,27,0.13363469812926282
baseline17_smooth,2,TP6h,120,28,0.1421789591769982
baseline17_smooth,2,TP6h,120,29,0.14582301635704953
baseline17_smooth,2,TP6h,120,30,0.1482977889841671
baseline17_smooth,2,TP6h,120,31,0.15284883941410624
baseline17_smooth,2,TP6h,120,32,0.36720364203780637
multiscale,0,Z500,24,1,0.9050265681090339
multiscale,0,Z500,24,2,0.9136315989660264
multiscale,0,Z500,24,3,0.8737475562317016
multiscale,0,Z500,24,4,0.7924315409412823
multiscale,0,Z500,24,5,0.7252506890065387
multiscale,0,Z500,24,6,0.6542009431771693
multiscale,0,Z500,24,7,0.6504101267614648
multiscale,0,Z500,24,8,0.7710058790617382
multiscale,0,Z500,24,9,0.8809480446568198
multiscale,0,Z500,24,10,1.0808140495368959
multiscale,0,Z500,24,11,1.3619837047683614
multiscale,0,Z500,24,12,1.7337688506877258
multiscale,0,Z500,24,13,2.43992895154558
multiscale,0,Z500,24,14,3.0473644191535962
multiscale,0,Z500,24,15,4.06260089130827
multiscale,0,Z500,24,16,6.568312566629023
multiscale,0,Z500,24,17,6.6386075032676075
multiscale,0,Z500,24,18,8.491943169372526
multiscale,0,Z500,24,19,12.067313378745322
multiscale,0,Z500,24,20,14.50613477638658
multiscale,0,Z500,24,21,18.426990360162716
multiscale,0,Z500,24,22,24.69973985512464
multiscale,0,Z500,24,23,34.08309518825709
multiscale,0,Z500,24,24,54.98189035257505
multiscale,0,Z500,24,25,60.038447617506684
multiscale,0,Z500,24,26,70.39810540802434
multiscale,0,Z500,24,27,94.96437925892481
multiscale,0,Z500,24,28,120.1004562181445
multiscale,0,Z500,24,29,148.1730981843513
multiscale,0,Z500,24,30,179.11848464542544
multiscale,0,Z500,24,31,207.24996429045171
multiscale,0,Z500,24,32,350.32020119137303
multiscale,0,T850,24,1,0.9372117663969786
multiscale,0,T850,24,2,0.9196623079785727
multiscale,0,T850,24,3,0.9334649706713095
multiscale,0,T850,24,4,0.8986068556779614
multiscale,0,T850,24,5,0.880598623701074
multiscale,0,T850,24,6,0.85100612139743
multiscale,0,T850,24,7,0.8412471281296791
multiscale,0,T850,24,8,0.8692321785739643
multiscale,0,T850,24,9,0.9048267065247113
multiscale,0,T850,24,10,0.9385981700816833
multiscale,0,T850,24,11,0.9809776679043221
multiscale,0,T850,24,12,1.0907017643934878
multiscale,0,T850,24,13,1.2005586859454387
multiscale,0,T850,24,14,1.4007191197351399
multiscale,0,T850,24,15,1.5358843406014666
multiscale,0,T850,24,16,1.964409887481
multiscale,0,T850,24,17,1.960406739768822
multiscale,0,T850,24,18,2.06828766303901
multiscale,0,T850,24,19,2.465772088487716
multiscale,0,T850,24,20,2.589828594375474
multiscale,0,T850,24,21,3.136780708350224
multiscale,0,T850,24,22,3.7552837691692087
multiscale,0,T850,24,23,4.642783279650367
multiscale,0,T850,24,24,5.725534639230767
multiscale,0,T850,24,25,5.979965584585975
multiscale,0,T850,24,26,6.568380395563064
multiscale,0,T850,24,27,8.191969786628418
multiscale,0,T850,24,28,9.903816478365918
multiscale,0,T850,24,29,11.687292934523914
multiscale,0,T850,24,30,12.727580119414226
multiscale,0,T850,24,31,15.306258680058967
multiscale,0,T850,24,32,24.417514615016778
multiscale,0,Q850,24,1,0.8879860742629527
multiscale,0,Q850,24,2,0.883149089137826
multiscale,0,Q850,24,3,0.8574615476708349
multiscale,0,Q850,24,4,0.8329886098674996
multiscale,0,Q850,24,5,0.7867799847546115
multiscale,0,Q850,24,6,0.7482465294004881
multiscale,0,Q850,24,7,0.691222704180564
multiscale,0,Q850,24,8,0.7288733512628173
multiscale,0,Q850,24,9,0.670016860117977
multiscale,0,Q850,24,10,0.6416471514669957
multiscale,0,Q850,24,11,0.6007254996184592
multiscale,0,Q850,24,12,0.5980078573983226
multiscale,0,Q850,24,13,0.5991134998293149
multiscale,0,Q850,24,14,0.5540394464729146
multiscale,0,Q850,24,15,0.5691879074544646
multiscale,0,Q850,24,16,0.6012661402624662
multiscale,0,Q850,24,17,0.5710079108082156
multiscale,0,Q850,24,18,0.5260127253793483
multiscale,0,Q850,24,19,0.5324728793865002
multiscale,0,Q850,24,20,0.5659270499044465
multiscale,0,Q850,24,21,0.5593444277587845
multiscale,0,Q850,24,22,0.5862117269050362
multiscale,0,Q850,24,23,0.6585475838705007
multiscale,0,Q850,24,24,0.6973451714864306
multiscale,0,Q850,24,25,0.6889217931160521
multiscale,0,Q850,24,26,0.7596002201446684
multiscale,0,Q850,24,27,0.8159420630376074
multiscale,0,Q850,24,28,0.8239654204106468
multiscale,0,Q850,24,29,0.9038625069631824
multiscale,0,Q850,24,30,0.9613305912785234
multiscale,0,Q850,24,31,1.0026621557290265
multiscale,0,Q850,24,32,1.4663185946716766
multiscale,0,TP6h,24,1,0.6405810518152782
multiscale,0,TP6h,24,2,0.557714828702097
multiscale,0,TP6h,24,3,0.5685282123377878
multiscale,0,TP6h,24,4,0.46304147816383734
multiscale,0,TP6h,24,5,0.4661831134041818
multiscale,0,TP6h,24,6,0.3959412925333226
multiscale,0,TP6h,24,7,0.3899600871987597
multiscale,0,TP6h,24,8,0.37668420450961326
multiscale,0,TP6h,24,9,0.3454280221610271
multiscale,0,TP6h,24,10,0.31093783564727073
