run,seed,variable,lead_hours,metric,value
baseline17,0,T2M,108.0,rmse,51.697877981589166
baseline17,0,T2M,114.0,rmse,52.74360744670726
baseline17,0,T2M,120.0,rmse,55.022312949394745
baseline17,0,T2M,6.0,rmse_climatology,2.3187562213116486
baseline17,0,T2M,12.0,rmse_climatology,2.3188641749845447
baseline17,0,T2M,18.0,rmse_climatology,2.3186642922315097
baseline17,0,T2M,24.0,rmse_climatology,2.31959544636485
baseline17,0,T2M,30.0,rmse_climatology,2.3187428547168345
baseline17,0,T2M,36.0,rmse_climatology,2.318247720358349
baseline17,0,T2M,42.0,rmse_climatology,2.318292194308238
baseline17,0,T2M,48.0,rmse_climatology,2.318040409262047
baseline17,0,T2M,54.0,rmse_climatology,2.319023310152964
baseline17,0,T2M,60.0,rmse_climatology,2.3181938726335742
baseline17,0,T2M,66.0,rmse_climatology,2.3177015409760027
baseline17,0,T2M,72.0,rmse_climatology,2.3177517310738516
baseline17,0,T2M,78.0,rmse_climatology,2.317463883827347
baseline17,0,T2M,84.0,rmse_climatology,2.3182040982316217
baseline17,0,T2M,90.0,rmse_climatology,2.3174354069600067
baseline17,0,T2M,96.0,rmse_climatology,2.3168482544609836
baseline17,0,T2M,102.0,rmse_climatology,2.316775597129555
baseline17,0,T2M,108.0,rmse_climatology,2.3162802536402363
baseline17,0,T2M,114.0,rmse_climatology,2.3170671565704324
baseline17,0,T2M,120.0,rmse_climatology,2.3162444606672374
baseline17,0,T2M,6.0,skill,-0.7941473541984909
baseline17,0,T2M,12.0,skill,-0.8818735741141674
baseline17,0,T2M,18.0,skill,-1.0125210308374681
baseline17,0,T2M,24.0,skill,-1.2291298788535059
baseline17,0,T2M,30.0,skill,-1.5288551362786968
baseline17,0,T2M,36.0,skill,-1.864492526220293
baseline17,0,T2M,42.0,skill,-2.2528159469447213
baseline17,0,T2M,48.0,skill,-2.7906193065873044
baseline17,0,T2M,54.0,skill,-3.5842784487155646
baseline17,0,T2M,60.0,skill,-4.751627605309973
baseline17,0,T2M,66.0,skill,-6.408370472564698
baseline17,0,T2M,72.0,skill,-8.691553843545256
baseline17,0,T2M,78.0,skill,-11.549175542401834
baseline17,0,T2M,84.0,skill,-14.782758695769841
baseline17,0,T2M,90.0,skill,-17.68988450956043
baseline17,0,T2M,96.0,skill,-19.688810259756995
baseline17,0,T2M,102.0,skill,-20.82204214996642
baseline17,0,T2M,108.0,skill,-21.31935358441253
baseline17,0,T2M,114.0,skill,-21.763089665806152
baseline17,0,T2M,120.0,skill,-22.754967959446102
baseline17,0,T2M,6.0,rmse_persistence,2.5178978547729107
baseline17,0,T2M,12.0,rmse_persistence,3.4582900046497094
baseline17,0,T2M,18.0,rmse_persistence,2.8257868171848677
baseline17,0,T2M,24.0,rmse_persistence,1.7222950692011054
baseline17,0,T2M,30.0,rmse_persistence,3.088184267704984
baseline17,0,T2M,36.0,rmse_persistence,3.8589154923358957
baseline17,0,T2M,42.0,rmse_persistence,3.2744778437629187
baseline17,0,T2M,48.0,rmse_persistence,2.3213098722938175
baseline17,0,T2M,54.0,rmse_persistence,3.3996563183656403
baseline17,0,T2M,60.0,rmse_persistence,4.070958556807399
